,sheadline,numrech,dfyh
1570,[CLS] isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq[SEP],1570,2
1571,[CLS]vladimir putins motorcade looks like a massive knob[SEP],1571,3
1572,[CLS]boko haram ceasefire ignored as violence flares in borno state[SEP],1572,0
1573,[CLS]see it california homeless man uses 100 gift to give food to others[SEP],1573,1
1574,[CLS]nyc high school student nicknamed teen wolf made 72 million on stock market[SEP],1574,2
1575,[CLS]predator drone reportedly sighted circling raqqa syria[SEP],1575,3
1576,[CLS]pope francis turns out not to have made pets in heaven comment[SEP],1576,0
1577,[CLS]no banksy has not been arrested sigh [SEP],1577,1
1578,[CLS]us uk eye rapper as british born militant who beheaded journalist james foley[SEP],1578,2
1579,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],1579,3
1580,[CLS]white house fence jumper overpowered secret service officer ran through much of main floor[SEP],1580,0
1581,[CLS]nasa raises doubts about reports of nicaraguan meteorite[SEP],1581,1
1582,[CLS]isis leader killed abu bakr al baghdadi reportedly killed by you s[SEP],1582,2
1583,[CLS]macaulay culkin has not died despite what everyone is saying on facebook[SEP],1583,3
1584,[CLS]batmobile stolen in detroit [SEP],1584,0
1585,[CLS]seven girls fall pregnant after five day school trip in bosnia and herzegovina[SEP],1585,1
1586,[CLS]seth rogen to star as steve wozniak in sony steve jobs biopic updated [SEP],1586,2
1587,[CLS]isis blasts scorpion bombs at civilian areas in iraq mosul residents living in fear[SEP],1587,3
1588,[CLS]rodney constantine newfoundland suspect keeps facebook pledge to turn himself in[SEP],1588,0
1589,[CLS]hundreds of palestinians flee floods in gaza as israel opens dams[SEP],1589,1
1590,[CLS]report claims kim jong un underwent surgery to repair fractured ankles[SEP],1590,2
1591,[CLS]mexican cartel leader kills self bodies in grave not missing students[SEP],1591,3
1592,[CLS]say eh oh [SEP],1592,0
1593,[CLS]boko haram ceasefire ignored as violence flares in borno state[SEP],1593,1
1594,[CLS]no that broken pencil illustration is not by banksy[SEP],1594,2
1595,[CLS]teen makes 72 million on the stock market[SEP],1595,3
1596,[CLS]kc hospital patient does not have symptom profile of ebola[SEP],1596,0
1597,[CLS]pope francis turns out not to have made pets in heaven comment[SEP],1597,1
1598,[CLS]jihadi john the islamic state killer behind the mask is a young londoner[SEP],1598,2
1599,[CLS]singing polar bear facing asbo after noise complaint[SEP],1599,3
1600,[CLS]obama administration denies congressman claim that at least ten isis fighters have been caught coming across the mexican border in texas [SEP],1600,0
1601,[CLS]isis getting ebola[SEP],1601,1
1602,[CLS]cnn airs alleged audio from michael brown shooting[SEP],1602,2
1603,[CLS]report christian bale just bailed on the steve jobs movie[SEP],1603,3
1604,[CLS]officials report that area town is under ebola quarantine is false[SEP],1604,0
1605,[CLS]no it is not tiger woods selling an island in lake mlaren[SEP],1605,1
1606,[CLS]batmobile not stolen mtv contest prize remains unclaimed[SEP],1606,2
1607,[CLS]priest who died for 48 minutes says he met god and she is a woman[SEP],1607,3
1608,[CLS]hope fades for girls release after boko haram truce breached[SEP],1608,0
1609,[CLS]new audio reveals pause in gunfire when michael brown was shot attorney[SEP],1609,1
1610,[CLS]lawmaker says at least 10 islamic state fighters have been captured at the southern you s[SEP],1610,2
1611,[CLS]this kid made 72 million during lunch[SEP],1611,3
1612,[CLS]whoa paul rudd was one of the airport heroes who took down the homophobe[SEP],1612,0
1613,[CLS]weather reporter caught writing his name in the snow was not ready to go on camera updated [SEP],1613,1
1614,[CLS]luke somers british born photojournalist killed by al qaeda after failed rescue attempt in yemen [SEP],1614,2
1615,[CLS]islamic state using scorpion bombs to terrorise victims[SEP],1615,3
1616,[CLS]20 year old quarter pounder looks about the same[SEP],1616,0
1617,[CLS]after giving a homeless man 100 this guy secretly filmed him [SEP],1617,1
1618,[CLS]boko haram agrees to ceasefire release of school girls[SEP],1618,2
1619,[CLS]american hostage killed in rescue attempt in yemen senior official[SEP],1619,3
1620,[CLS]nun who gave birth to baby boy after suffering agonising stomach pains had no idea she was pregnant[SEP],1620,0
1621,[CLS]tropical spider burrowed under bali tourist skin[SEP],1621,1
1622,[CLS]report apple watch will come in 2 storage sizes[SEP],1622,2
1623,[CLS] updated 11 men and 0 women on tonight espn domestic violence panel[SEP],1623,3
1624,[CLS]hospital man not being treated for ebola in kansas city[SEP],1624,0
1625,[CLS]tropical spider burrowed under man skin through appendix scar and lived there for three days[SEP],1625,1
1626,[CLS]isis leader dead [SEP],1626,2
1627,[CLS]what one homeless man does with 100 will astonish you video [SEP],1627,3
1628,[CLS]seth rogen to play steve wozniak in steve jobs biopic[SEP],1628,0
1629,[CLS]expert casts doubt on bunbury man dylan thomass burrowing stomach spider story[SEP],1629,1
1630,[CLS] american bombing had signed my death certificate missing us journalist james wright foley goes unflinching to his death as isis behead him in horrific video as a warning to obama[SEP],1630,2
1631,[CLS]mystery man slaps shoppers around head for sneezing[SEP],1631,3
1632,[CLS]two blokes dared to eat 20 year old burger for charity[SEP],1632,0
1633,[CLS]kfc marijuana sales to begin in colorado [SEP],1633,1
1634,[CLS]isis beheading of you s[SEP],1634,2
1635,[CLS]isilkulskom student has gained superhero powers after shock[SEP],1635,3
1636,[CLS]80 brat pack star judd nelson forced to deny that he is dead after fake news story starts trending on social media[SEP],1636,0
1637,[CLS]batman set to play steve jobs in upcoming biopic[SEP],1637,1
1638,[CLS]cnn plays chilling audio recording allegedly from michael brown shooting at least 11 shots[SEP],1638,2
1639,[CLS]nigeria boko haram blamed for raids despite truce claim[SEP],1639,3
1640,[CLS]air travelers wary of ebola fears seen with surgical masks and a hazmat suit[SEP],1640,0
1641,[CLS]woman detained in lebanon is not isis leaders wife says iraq[SEP],1641,1
1642,[CLS]report former baseball star jose canseco accidentally shot at home[SEP],1642,2
1643,[CLS]tbs speeds up seinfeld by 7 5 to add 2 more minutes of commercials[SEP],1643,3
1644,[CLS]islamic state in video titled a message to america beheads american journalist james wright foley who was kidnapped in 2012[SEP],1644,0
1645,[CLS]christian bale set to play steve jobs in forthcoming biopic of apple co founder[SEP],1645,1
1646,[CLS]insurgents killed in nigeria despite alleged truce with boko haram[SEP],1646,2
1647,[CLS]duped again macaulay culkin is not dead[SEP],1647,3
1648,[CLS]video shows isil beheading of photojournalist james foley[SEP],1648,0
1649,[CLS]aaron sorkin confirms christian bale will play steve jobs[SEP],1649,1
1650,[CLS]reportjose canseco accidentally shot at his home tonight[SEP],1650,2
1651,[CLS]who says reports of suspected ebola cases in iraq are untrue[SEP],1651,3
1652,[CLS]mirfield man tears of joy after lost voicemail of wife retrieved[SEP],1652,0
1653,[CLS]pope francis tells boy whose dog had died that heaven is open to all[SEP],1653,1
1654,[CLS]boko haram denies truce says kidnapped girls have been married off[SEP],1654,2
1655,[CLS]iraqi social media rumors claim is leader slain[SEP],1655,3
1656,[CLS]no saudi tv did not blur out michelle obama face when the president met king salman[SEP],1656,0
1657,[CLS]rare meteorite impact causes blast in nicaragua capital managua[SEP],1657,1
1658,[CLS]boko haram leader denies ceasefire deal says 200 abducted girls married off[SEP],1658,2
1659,[CLS]us intel taliban man released from gitmo in bergdahl deal is back to militant activity[SEP],1659,3
1660,[CLS]al shabaab terror group leader killed in you s[SEP],1660,0
1661,[CLS]teen made 72 million trading stocks confirms teen dominance worldwide[SEP],1661,1
1662,[CLS]journalist james wright foley reportedly beheaded by isis[SEP],1662,2
1663,[CLS]experts more facts needed on purported audio recording of michael brown shooting[SEP],1663,3
1664,[CLS]government fires employee who skipped work for 24 years[SEP],1664,0
1665,[CLS]6 days darkness in december 2014 100 fake nasa confirmed 3 days total darkness hoax as well[SEP],1665,1
1666,[CLS]kim jong un hospitalized with two broken ankles reportedly from wearing heels and being overweight[SEP],1666,2
1667,[CLS]see how this homeless man spends a hundred dollars and keep a tissue handy video [SEP],1667,3
1668,[CLS]an indian civil servant just got sacked after not turning up for work for 25 years[SEP],1668,0
1669,[CLS]kim dine with me porky president kim jong un to open uk restaurant serving dog[SEP],1669,1
1670,[CLS]sources guns n roses frontman axl rose found dead in west hollywood home at age 52[SEP],1670,2
1671,[CLS]six months after abducting nigerian schoolgirls boko haram reportedly wants to free them[SEP],1671,3
1672,[CLS]soldier shot near canadian parliament building[SEP],1672,0
1673,[CLS]sorry fido[SEP],1673,1
1674,[CLS]an audio recording of the michael brown shooting has reportedly surfaced[SEP],1674,2
1675,[CLS]apple orders more than 5 million watches for initial run[SEP],1675,3
1676,[CLS]macaulay culkin dead hoax fake death report spreads on social networks[SEP],1676,0
1677,[CLS]sugarhill gang rapper big bank hank dies aged 57[SEP],1677,1
1678,[CLS]how canadian sergeant at arms kevin vickers killed shooter in parliament[SEP],1678,2
1679,[CLS]marijuana may soon spark just a ticket in new york[SEP],1679,3
1680,[CLS]woman catches husband cheating with her twin humiliates them[SEP],1680,0
1681,[CLS]isis getting ebola[SEP],1681,1
1682,[CLS]pentagon isis got you s[SEP],1682,2
1683,[CLS]zack snyder makes fun of stolen batmobile rumor with new image[SEP],1683,3
1684,[CLS]pentagon isis got you s[SEP],1684,0
1685,[CLS]missing libyan aircraft spark fears of 9 11 style attack in north africa[SEP],1685,1
1686,[CLS]dera sacha sauda chief forced castration of 400 devotees [SEP],1686,2
1687,[CLS]rumor stainless steel apple watch will cost 500 gold 4 000[SEP],1687,3
1688,[CLS]search launched for dog owner after pooch found dumped next to suitcase filled with belongings[SEP],1688,0
1689,[CLS]prankster gives homeless man 100 secretly follows him and learns he buys food for others[SEP],1689,1
1690,[CLS]apple watchs power reserve feature combats short battery life[SEP],1690,2
1691,[CLS]guantanamo detainee freed in bowe bergdahl swap back to terrorism [SEP],1691,3
1692,[CLS]axl rose dead [SEP],1692,0
1693,[CLS]newly discovered mass grave linked to missing mexican students[SEP],1693,1
1694,[CLS]mexico checks if 43 missing students in mass grave[SEP],1694,2
1695,[CLS]nigeria missing girls to be released by boko haram government aide claims[SEP],1695,3
1696,[CLS]michael zehaf bibeau slain ottawa shooter had criminal record in quebec b c[SEP],1696,0
1697,[CLS]tropical spider burrowed under man skin through appendix scar and lived there for three days[SEP],1697,1
1698,[CLS]michael zehaf bibeau slain ottawa shooter had criminal record in quebec b c[SEP],1698,2
1699,[CLS]armed you s[SEP],1699,3
1700,[CLS]christian bale will not play steve jobs[SEP],1700,0
1701,[CLS]dead for 48 minutes this catholic priest claims god is female[SEP],1701,1
1702,[CLS]james wright foley kidnapped journalist apparently executed by isis[SEP],1702,2
1703,[CLS]fence jumper reportedly made it much further into white house than secret service said[SEP],1703,3
1704,[CLS]calm yourselves durex has not come out with a pumpkin spice condom[SEP],1704,0
1705,[CLS]web of confusion as scientists cast doubt on man claims that a spider burrowed into his stomach through his scar[SEP],1705,1
1706,[CLS]suspected meteorite leaves crater in managua is linked to asteroid[SEP],1706,2
1707,[CLS]a predator drone has reportedly been spotted circling above isis capital city[SEP],1707,3
1708,[CLS]isil beheads american photojournalist in iraq[SEP],1708,0
1709,[CLS]audio captured at time of michael brown shooting company says[SEP],1709,1
1710,[CLS] they ate through the ceilings and pooped on the keyboards rats are taking over vogue new world trade center office and anna wintour no longer wants to work there [SEP],1710,2
1711,[CLS]no banksy did not create that charlie hebdo tribute cartoon but that does not mean you can not appreciate it[SEP],1711,3
1712,[CLS]rapper big bank hank of sugarhill gang dies at 57[SEP],1712,0
1713,[CLS]tropical spider burrows under man skin through scar[SEP],1713,1
1714,[CLS]cnn plays alleged recording of michael brown shooting[SEP],1714,2
1715,[CLS]sources guns n roses frontman axl rose found dead in west hollywood home at age 52[SEP],1715,3
1716,[CLS]hostage david haines murder evil pm says[SEP],1716,0
1717,[CLS]spider burrowed through tourist stomach and up into his chest[SEP],1717,1
1718,[CLS]nigeria hopes for return of kidnapped schoolgirls rise after ceasefire reported[SEP],1718,2
1719,[CLS]breaking islamic state in video beheads american journalist james wright foley who was kidnapped in 2012 bnonews[SEP],1719,3
1720,[CLS]govt fires employee who skipped work for 24 years[SEP],1720,0
1721,[CLS] nasa confirms earth will experience 6 days of total darkness in december fake news story goes viral[SEP],1721,1
1722,[CLS]militant group says it killed american journalist in syria[SEP],1722,2
1723,[CLS]shocking picture shows mother trying to sell her own son to pay for twin daughter cancer treatment[SEP],1723,3
